timestamp_bst,pm2_5_ugm3,pm10_ugm3,no2_ugm3,o3_ugm3,co_mgm3,so2_ugm3,dust_aod_550nm
1/31/2017 9:00,198.98965,281.39893,19.419132,108.32442,1.3691361,12.951425,0.006272646
1/31/2017 12:00,127.130646,179.78288,5.5246825,172.90825,1.0556016,8.008617,0.006087599
1/31/2017 15:00,109.229294,154.4845,3.8027327,176.33536,0.8796139,6.6216283,0.005438625
1/31/2017 18:00,155.6779,219.45863,6.107578,156.40959,0.9134674,8.265389,0.004922776
1/31/2017 21:00,211.59328,298.2884,6.3204985,153.18134,0.99692905,9.90593,0.004665904
2/1/2017 0:00,238.93239,337.34146,8.514601,144.59834,1.1255285,12.413055,0.005028532
2/1/2017 3:00,240.96056,340.73752,10.438366,126.84598,1.308303,14.434237,0.005637016
2/1/2017 6:00,287.9236,407.30673,8.839536,121.06298,1.2762837,11.597033,0.009888059
2/1/2017 9:00,263.7021,372.83734,4.6026,139.26477,1.1855346,9.502736,0.012209112
2/1/2017 12:00,159.17323,225.17076,1.9265231,184.70598,1.046556,7.233182,0.011450278
2/1/2017 15:00,129.55142,183.41547,1.874716,178.87935,0.8241833,5.5948873,0.009270635
2/1/2017 18:00,179.91519,253.5389,4.6828957,157.745,0.8602192,6.53114,0.007802835
2/1/2017 21:00,209.25552,295.05865,4.3296423,155.73972,0.92133707,6.7996106,0.006513691
2/2/2017 0:00,195.75537,276.3915,5.616063,141.66005,1.0182838,8.006224,0.005743146
2/2/2017 3:00,191.31699,270.42957,7.2657824,125.142845,1.1231703,9.975319,0.00569715
2/2/2017 6:00,189.27907,267.67804,20.552378,125.21207,1.0844543,8.320182,0.005953836
2/2/2017 9:00,177.48,250.95233,16.982512,137.87524,1.0808874,4.85016,0.009349688
2/2/2017 12:00,112.076294,158.66855,10.035986,168.23727,0.983794,3.3248453,0.011537537
2/2/2017 15:00,88.72419,125.65512,5.640944,161.93866,0.73985994,2.9003613,0.011551393
2/2/2017 18:00,136.02089,191.5096,5.255805,161.70293,0.8040642,4.505859,0.010585243
2/2/2017 21:00,178.43422,251.4052,4.9883657,155.738,0.92607594,5.713281,0.010383701
2/3/2017 0:00,191.71921,270.52557,6.0320973,141.77104,1.0550295,7.7905955,0.01070272
2/3/2017 3:00,195.16232,275.75015,8.770835,118.8861,1.2087364,10.974364,0.010206158
2/3/2017 6:00,187.3957,264.90146,15.592301,101.28544,1.255088,11.210385,0.010530311
2/3/2017 9:00,173.86514,245.71454,12.501885,108.84324,1.3577819,6.5350394,0.008185326
2/3/2017 12:00,106.314186,150.28604,3.675552,162.66754,1.0170788,3.9960744,0.006950874
2/3/2017 15:00,81.97878,115.85382,2.6001458,162.04137,0.7840215,3.390022,0.006501431
2/3/2017 18:00,142.62276,200.72969,5.5108933,144.43953,0.87469846,5.4765453,0.00604196
2/3/2017 21:00,204.34964,287.82962,5.22113,140.58794,0.93182355,6.0440907,0.005649418
2/4/2017 0:00,198.18799,279.56708,7.009436,127.85025,0.9995908,7.833609,0.005041284
